"Notes","Residence State","Residence State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Year","Year Code",Deaths,Population,Crude Rate
,"Nebraska","31","55-64 years","55-64","2020","2020",51,239667,21.280
,"Nebraska","31","55-64 years","55-64","2021","2021",54,240661,22.438
,"Nebraska","31","55-64 years","55-64","2022","2022",58,234150,24.770
,"Nebraska","31","55-64 years","55-64","2023","2023",43,230172,18.682
,"Nebraska","31","55-64 years","55-64","2024 (provisional)","2024",44,230172,19.116
,"Nebraska","31","55-64 years","55-64","2025 (provisional and partial)","2025",32,230172,13.903
,"Nebraska","31","65-74 years","65-74","2018","2018",81,172527,46.949
,"Nebraska","31","65-74 years","65-74","2019","2019",81,178908,45.275
,"Nebraska","31","65-74 years","65-74","2020","2020",75,185015,40.537
,"Nebraska","31","65-74 years","65-74","2021","2021",79,193977,40.726
,"Nebraska","31","65-74 years","65-74","2022","2022",80,195520,40.917
,"Nebraska","31","65-74 years","65-74","2023","2023",89,200769,44.330
,"Nebraska","31","65-74 years","65-74","2024 (provisional)","2024",81,200769,40.345
,"Nebraska","31","65-74 years","65-74","2025 (provisional and partial)","2025",54,200769,26.897
,"Nebraska","31","75-84 years","75-84","2018","2018",80,88061,90.846
,"Nebraska","31","75-84 years","75-84","2019","2019",80,90492,88.406
,"Nebraska","31","75-84 years","75-84","2020","2020",100,91792,108.942
,"Nebraska","31","75-84 years","75-84","2021","2021",92,89882,102.356
,"Nebraska","31","75-84 years","75-84","2022","2022",96,96830,99.143
,"Nebraska","31","75-84 years","75-84","2023","2023",78,101015,77.216
,"Nebraska","31","75-84 years","75-84","2024 (provisional)","2024",90,101015,89.096
,"Nebraska","31","75-84 years","75-84","2025 (provisional and partial)","2025",39,101015,38.608
,"Nebraska","31","85+ years","85+","2018","2018",95,43078,220.530
,"Nebraska","31","85+ years","85+","2019","2019",87,43058,202.053
,"Nebraska","31","85+ years","85+","2020","2020",88,42630,206.427
,"Nebraska","31","85+ years","85+","2021","2021",89,38031,234.020
,"Nebraska","31","85+ years","85+","2022","2022",65,40706,159.682
,"Nebraska","31","85+ years","85+","2023","2023",77,37762,203.909
,"Nebraska","31","85+ years","85+","2024 (provisional)","2024",86,37762,227.742
,"Nebraska","31","85+ years","85+","2025 (provisional and partial)","2025",47,37762,124.464
,"Nebraska","31","Not Stated","NS","2018","2018",0,Not Applicable,Not Applicable
,"Nebraska","31","Not Stated","NS","2019","2019",0,Not Applicable,Not Applicable
,"Nebraska","31","Not Stated","NS","2020","2020",0,Not Applicable,Not Applicable
,"Nebraska","31","Not Stated","NS","2021","2021",0,Not Applicable,Not Applicable
,"Nebraska","31","Not Stated","NS","2022","2022",0,Not Applicable,Not Applicable
,"Nebraska","31","Not Stated","NS","2023","2023",0,Not Applicable,Not Applicable
,"Nebraska","31","Not Stated","NS","2024 (provisional)","2024",0,Not Applicable,Not Applicable
,"Nebraska","31","Not Stated","NS","2025 (provisional and partial)","2025",0,Not Applicable,Not Applicable
,"New Mexico","35","< 1 year","1","2018","2018",0,23668,Unreliable
,"New Mexico","35","< 1 year","1","2019","2019",0,23014,Unreliable
,"New Mexico","35","< 1 year","1","2020","2020",0,22576,Unreliable
,"New Mexico","35","< 1 year","1","2021","2021",0,21836,Unreliable
,"New Mexico","35","< 1 year","1","2022","2022",0,20830,Unreliable
,"New Mexico","35","< 1 year","1","2023","2023",0,20589,Unreliable
,"New Mexico","35","< 1 year","1","2024 (provisional)","2024",0,20589,Unreliable
,"New Mexico","35","< 1 year","1","2025 (provisional and partial)","2025",0,20589,Unreliable
,"New Mexico","35","1-4 years","1-4","2018","2018",0,100578,Unreliable
,"New Mexico","35","1-4 years","1-4","2019","2019",0,97972,Unreliable
,"New Mexico","35","1-4 years","1-4","2020","2020",0,96149,Unreliable
,"New Mexico","35","1-4 years","1-4","2021","2021",0,93172,Unreliable
,"New Mexico","35","1-4 years","1-4","2022","2022",0,89198,Unreliable
,"New Mexico","35","1-4 years","1-4","2023","2023",0,86732,Unreliable
,"New Mexico","35","1-4 years","1-4","2024 (provisional)","2024",0,86732,Unreliable
,"New Mexico","35","1-4 years","1-4","2025 (provisional and partial)","2025",0,86732,Unreliable
,"New Mexico","35","5-14 years","5-14","2018","2018",0,274763,Unreliable
,"New Mexico","35","5-14 years","5-14","2019","2019",0,272268,Unreliable
,"New Mexico","35","5-14 years","5-14","2020","2020",0,270303,Unreliable
,"New Mexico","35","5-14 years","5-14","2021","2021",0,272157,Unreliable
,"New Mexico","35","5-14 years","5-14","2022","2022",0,263311,Unreliable
,"New Mexico","35","5-14 years","5-14","2023","2023",0,256826,Unreliable
,"New Mexico","35","5-14 years","5-14","2024 (provisional)","2024",0,256826,Unreliable
,"New Mexico","35","5-14 years","5-14","2025 (provisional and partial)","2025",0,256826,Unreliable
,"New Mexico","35","15-24 years","15-24","2018","2018",0,280599,Unreliable
,"New Mexico","35","15-24 years","15-24","2019","2019",Suppressed,278459,Suppressed
,"New Mexico","35","15-24 years","15-24","2020","2020",0,279613,Unreliable
,"New Mexico","35","15-24 years","15-24","2021","2021",0,283009,Unreliable
,"New Mexico","35","15-24 years","15-24","2022","2022",0,292929,Unreliable
,"New Mexico","35","15-24 years","15-24","2023","2023",0,287595,Unreliable
,"New Mexico","35","15-24 years","15-24","2024 (provisional)","2024",0,287595,Unreliable
,"New Mexico","35","15-24 years","15-24","2025 (provisional and partial)","2025",0,287595,Unreliable
,"New Mexico","35","25-34 years","25-34","2018","2018",Suppressed,283835,Suppressed
,"New Mexico","35","25-34 years","25-34","2019","2019",Suppressed,284087,Suppressed
,"New Mexico","35","25-34 years","25-34","2020","2020",Suppressed,285029,Suppressed
,"New Mexico","35","25-34 years","25-34","2021","2021",Suppressed,280986,Suppressed
,"New Mexico","35","25-34 years","25-34","2022","2022",Suppressed,278336,Suppressed
,"New Mexico","35","25-34 years","25-34","2023","2023",Suppressed,276976,Suppressed
,"New Mexico","35","25-34 years","25-34","2024 (provisional)","2024",Suppressed,276976,Suppressed
,"New Mexico","35","25-34 years","25-34","2025 (provisional and partial)","2025",0,276976,Unreliable
,"New Mexico","35","35-44 years","35-44","2018","2018",Suppressed,250784,Suppressed
,"New Mexico","35","35-44 years","35-44","2019","2019",Suppressed,254846,Suppressed
,"New Mexico","35","35-44 years","35-44","2020","2020",11,259877,Unreliable
,"New Mexico","35","35-44 years","35-44","2021","2021",10,268354,Unreliable
,"New Mexico","35","35-44 years","35-44","2022","2022",Suppressed,269909,Suppressed
,"New Mexico","35","35-44 years","35-44","2023","2023",13,273129,Unreliable
,"New Mexico","35","35-44 years","35-44","2024 (provisional)","2024",13,273129,Unreliable
,"New Mexico","35","35-44 years","35-44","2025 (provisional and partial)","2025",Suppressed,273129,Suppressed
,"New Mexico","35","45-54 years","45-54","2018","2018",37,240865,15.361
,"New Mexico","35","45-54 years","45-54","2019","2019",29,235656,12.306
,"New Mexico","35","45-54 years","45-54","2020","2020",30,232949,12.878
,"New Mexico","35","45-54 years","45-54","2021","2021",26,235423,11.044
,"New Mexico","35","45-54 years","45-54","2022","2022",21,234581,8.952
,"New Mexico","35","45-54 years","45-54","2023","2023",38,235584,16.130
,"New Mexico","35","45-54 years","45-54","2024 (provisional)","2024",32,235584,13.583
,"New Mexico","35","45-54 years","45-54","2025 (provisional and partial)","2025",26,235584,11.036
,"New Mexico","35","55-64 years","55-64","2018","2018",61,274147,22.251
,"New Mexico","35","55-64 years","55-64","2019","2019",67,272921,24.549
,"New Mexico","35","55-64 years","55-64","2020","2020",63,269912,23.341
,"New Mexico","35","55-64 years","55-64","2021","2021",80,268994,29.740
,"New Mexico","35","55-64 years","55-64","2022","2022",50,260847,19.168
,"New Mexico","35","55-64 years","55-64","2023","2023",68,258389,26.317
,"New Mexico","35","55-64 years","55-64","2024 (provisional)","2024",77,258389,29.800
,"New Mexico","35","55-64 years","55-64","2025 (provisional and partial)","2025",40,258389,15.481
,"New Mexico","35","65-74 years","65-74","2018","2018",81,217884,37.176
,"New Mexico","35","65-74 years","65-74","2019","2019",79,224483,35.192
,"New Mexico","35","65-74 years","65-74","2020","2020",75,231746,32.363
,"New Mexico","35","65-74 years","65-74","2021","2021",103,238520,43.183
,"New Mexico","35","65-74 years","65-74","2022","2022",91,238437,38.165
,"New Mexico","35","65-74 years","65-74","2023","2023",97,245514,39.509
,"New Mexico","35","65-74 years","65-74","2024 (provisional)","2024",96,245514,39.102
,"New Mexico","35","65-74 years","65-74","2025 (provisional and partial)","2025",69,245514,28.104
,"New Mexico","35","75-84 years","75-84","2018","2018",84,107134,78.406
,"New Mexico","35","75-84 years","75-84","2019","2019",75,111714,67.136
,"New Mexico","35","75-84 years","75-84","2020","2020",82,115866,70.771
,"New Mexico","35","75-84 years","75-84","2021","2021",83,114957,72.201
,"New Mexico","35","75-84 years","75-84","2022","2022",85,124085,68.501
,"New Mexico","35","75-84 years","75-84","2023","2023",77,132897,57.940
,"New Mexico","35","75-84 years","75-84","2024 (provisional)","2024",89,132897,66.969
,"New Mexico","35","75-84 years","75-84","2025 (provisional and partial)","2025",50,132897,37.623
,"New Mexico","35","85+ years","85+","2018","2018",59,41171,143.305
,"New Mexico","35","85+ years","85+","2019","2019",41,41409,99.012
,"New Mexico","35","85+ years","85+","2020","2020",63,42299,148.940
,"New Mexico","35","85+ years","85+","2021","2021",57,38469,148.171
,"New Mexico","35","85+ years","85+","2022","2022",71,40881,173.675
,"New Mexico","35","85+ years","85+","2023","2023",51,40140,127.055
,"New Mexico","35","85+ years","85+","2024 (provisional)","2024",66,40140,164.425
,"New Mexico","35","85+ years","85+","2025 (provisional and partial)","2025",37,40140,92.177
,"New Mexico","35","Not Stated","NS","2018","2018",0,Not Applicable,Not Applicable
,"New Mexico","35","Not Stated","NS","2019","2019",0,Not Applicable,Not Applicable
,"New Mexico","35","Not Stated","NS","2020","2020",0,Not Applicable,Not Applicable
,"New Mexico","35","Not Stated","NS","2021","2021",0,Not Applicable,Not Applicable
,"New Mexico","35","Not Stated","NS","2022","2022",0,Not Applicable,Not Applicable
,"New Mexico","35","Not Stated","NS","2023","2023",0,Not Applicable,Not Applicable
,"New Mexico","35","Not Stated","NS","2024 (provisional)","2024",0,Not Applicable,Not Applicable
,"New Mexico","35","Not Stated","NS","2025 (provisional and partial)","2025",0,Not Applicable,Not Applicable
,"North Dakota","38","< 1 year","1","2018","2018",0,10802,Unreliable
,"North Dakota","38","< 1 year","1","2019","2019",0,10483,Unreliable
,"North Dakota","38","< 1 year","1","2020","2020",0,10459,Unreliable
,"North Dakota","38","< 1 year","1","2021","2021",0,9740,Unreliable
,"North Dakota","38","< 1 year","1","2022","2022",0,10093,Unreliable
,"North Dakota","38","< 1 year","1","2023","2023",0,9626,Unreliable
,"North Dakota","38","< 1 year","1","2024 (provisional)","2024",0,9626,Unreliable
,"North Dakota","38","< 1 year","1","2025 (provisional and partial)","2025",0,9626,Unreliable
,"North Dakota","38","1-4 years","1-4","2018","2018",0,43893,Unreliable
,"North Dakota","38","1-4 years","1-4","2019","2019",0,43618,Unreliable
,"North Dakota","38","1-4 years","1-4","2020","2020",0,42620,Unreliable
,"North Dakota","38","1-4 years","1-4","2021","2021",0,41650,Unreliable
,"North Dakota","38","1-4 years","1-4","2022","2022",0,39836,Unreliable
,"North Dakota","38","1-4 years","1-4","2023","2023",0,39681,Unreliable
,"North Dakota","38","1-4 years","1-4","2024 (provisional)","2024",0,39681,Unreliable
,"North Dakota","38","1-4 years","1-4","2025 (provisional and partial)","2025",0,39681,Unreliable
,"North Dakota","38","5-14 years","5-14","2018","2018",0,97854,Unreliable
,"North Dakota","38","5-14 years","5-14","2019","2019",0,99495,Unreliable
,"North Dakota","38","5-14 years","5-14","2020","2020",0,101162,Unreliable
,"North Dakota","38","5-14 years","5-14","2021","2021",0,104849,Unreliable
,"North Dakota","38","5-14 years","5-14","2022","2022",0,103154,Unreliable
,"North Dakota","38","5-14 years","5-14","2023","2023",0,104584,Unreliable
,"North Dakota","38","5-14 years","5-14","2024 (provisional)","2024",0,104584,Unreliable
,"North Dakota","38","5-14 years","5-14","2025 (provisional and partial)","2025",0,104584,Unreliable
,"North Dakota","38","15-24 years","15-24","2018","2018",0,110861,Unreliable
,"North Dakota","38","15-24 years","15-24","2019","2019",0,109397,Unreliable
,"North Dakota","38","15-24 years","15-24","2020","2020",0,110517,Unreliable
,"North Dakota","38","15-24 years","15-24","2021","2021",0,112905,Unreliable
,"North Dakota","38","15-24 years","15-24","2022","2022",0,119124,Unreliable
,"North Dakota","38","15-24 years","15-24","2023","2023",0,118409,Unreliable
,"North Dakota","38","15-24 years","15-24","2024 (provisional)","2024",0,118409,Unreliable
,"North Dakota","38","15-24 years","15-24","2025 (provisional and partial)","2025",0,118409,Unreliable
,"North Dakota","38","25-34 years","25-34","2018","2018",Suppressed,114800,Suppressed
,"North Dakota","38","25-34 years","25-34","2019","2019",Suppressed,114571,Suppressed
,"North Dakota","38","25-34 years","25-34","2020","2020",0,113311,Unreliable
,"North Dakota","38","25-34 years","25-34","2021","2021",0,110972,Unreliable
,"North Dakota","38","25-34 years","25-34","2022","2022",Suppressed,109433,Suppressed
,"North Dakota","38","25-34 years","25-34","2023","2023",0,109513,Unreliable
,"North Dakota","38","25-34 years","25-34","2024 (provisional)","2024",0,109513,Unreliable
,"North Dakota","38","25-34 years","25-34","2025 (provisional and partial)","2025",0,109513,Unreliable
,"North Dakota","38","35-44 years","35-44","2018","2018",Suppressed,90402,Suppressed
,"North Dakota","38","35-44 years","35-44","2019","2019",Suppressed,92576,Suppressed
,"North Dakota","38","35-44 years","35-44","2020","2020",Suppressed,94889,Suppressed
,"North Dakota","38","35-44 years","35-44","2021","2021",Suppressed,99539,Suppressed
,"North Dakota","38","35-44 years","35-44","2022","2022",Suppressed,100523,Suppressed
,"North Dakota","38","35-44 years","35-44","2023","2023",Suppressed,102608,Suppressed
,"North Dakota","38","35-44 years","35-44","2024 (provisional)","2024",Suppressed,102608,Suppressed
,"North Dakota","38","35-44 years","35-44","2025 (provisional and partial)","2025",Suppressed,102608,Suppressed
,"North Dakota","38","45-54 years","45-54","2018","2018",11,80005,Unreliable
,"North Dakota","38","45-54 years","45-54","2019","2019",Suppressed,78199,Suppressed
,"North Dakota","38","45-54 years","45-54","2020","2020",Suppressed,77161,Suppressed
,"North Dakota","38","45-54 years","45-54","2021","2021",Suppressed,78534,Suppressed
,"North Dakota","38","45-54 years","45-54","2022","2022",Suppressed,78235,Suppressed
,"North Dakota","38","45-54 years","45-54","2023","2023",Suppressed,79137,Suppressed
,"North Dakota","38","45-54 years","45-54","2024 (provisional)","2024",Suppressed,79137,Suppressed
,"North Dakota","38","45-54 years","45-54","2025 (provisional and partial)","2025",Suppressed,79137,Suppressed
,"North Dakota","38","55-64 years","55-64","2018","2018",18,94823,Unreliable
,"North Dakota","38","55-64 years","55-64","2019","2019",25,93878,26.630
,"North Dakota","38","55-64 years","55-64","2020","2020",18,92049,Unreliable
,"North Dakota","38","55-64 years","55-64","2021","2021",15,92118,Unreliable
,"North Dakota","38","55-64 years","55-64","2022","2022",17,88935,Unreliable
,"North Dakota","38","55-64 years","55-64","2023","2023",17,87052,Unreliable
,"North Dakota","38","55-64 years","55-64","2024 (provisional)","2024",17,87052,Unreliable
,"North Dakota","38","55-64 years","55-64","2025 (provisional and partial)","2025",Suppressed,87052,Suppressed
,"North Dakota","38","65-74 years","65-74","2018","2018",24,64222,37.370
,"North Dakota","38","65-74 years","65-74","2019","2019",36,66664,54.002
,"North Dakota","38","65-74 years","65-74","2020","2020",30,69658,43.068
,"North Dakota","38","65-74 years","65-74","2021","2021",25,73642,33.948
,"North Dakota","38","65-74 years","65-74","2022","2022",32,74880,42.735
,"North Dakota","38","65-74 years","65-74","2023","2023",24,77525,30.958
,"North Dakota","38","65-74 years","65-74","2024 (provisional)","2024",29,77525,37.407
,"North Dakota","38","65-74 years","65-74","2025 (provisional and partial)","2025",21,77525,27.088
,"North Dakota","38","75-84 years","75-84","2018","2018",31,33619,92.210
,"North Dakota","38","75-84 years","75-84","2019","2019",41,34368,119.297
,"North Dakota","38","75-84 years","75-84","2020","2020",26,34850,74.605
,"North Dakota","38","75-84 years","75-84","2021","2021",23,34310,67.036
,"North Dakota","38","75-84 years","75-84","2022","2022",21,36756,57.134
,"North Dakota","38","75-84 years","75-84","2023","2023",32,38256,83.647
,"North Dakota","38","75-84 years","75-84","2024 (provisional)","2024",34,38256,88.875
,"North Dakota","38","75-84 years","75-84","2025 (provisional and partial)","2025",15,38256,Unreliable
,"North Dakota","38","85+ years","85+","2018","2018",27,18796,143.648
,"North Dakota","38","85+ years","85+","2019","2019",24,18813,127.571
,"North Dakota","38","85+ years","85+","2020","2020",30,18633,161.005
,"North Dakota","38","85+ years","85+","2021","2021",28,16689,167.775
,"North Dakota","38","85+ years","85+","2022","2022",23,18292,125.738
,"North Dakota","38","85+ years","85+","2023","2023",37,17535,211.007
,"North Dakota","38","85+ years","85+","2024 (provisional)","2024",26,17535,148.275
,"North Dakota","38","85+ years","85+","2025 (provisional and partial)","2025",14,17535,Unreliable
,"North Dakota","38","Not Stated","NS","2018","2018",0,Not Applicable,Not Applicable
,"North Dakota","38","Not Stated","NS","2019","2019",0,Not Applicable,Not Applicable
,"North Dakota","38","Not Stated","NS","2020","2020",0,Not Applicable,Not Applicable
,"North Dakota","38","Not Stated","NS","2021","2021",0,Not Applicable,Not Applicable
,"North Dakota","38","Not Stated","NS","2022","2022",0,Not Applicable,Not Applicable
,"North Dakota","38","Not Stated","NS","2023","2023",0,Not Applicable,Not Applicable
,"North Dakota","38","Not Stated","NS","2024 (provisional)","2024",0,Not Applicable,Not Applicable
,"North Dakota","38","Not Stated","NS","2025 (provisional and partial)","2025",0,Not Applicable,Not Applicable
,"Oklahoma","40","< 1 year","1","2018","2018",0,50353,Unreliable
,"Oklahoma","40","< 1 year","1","2019","2019",0,48442,Unreliable
,"Oklahoma","40","< 1 year","1","2020","2020",0,48675,Unreliable
,"Oklahoma","40","< 1 year","1","2021","2021",0,46696,Unreliable
,"Oklahoma","40","< 1 year","1","2022","2022",0,47793,Unreliable
,"Oklahoma","40","< 1 year","1","2023","2023",0,47714,Unreliable
,"Oklahoma","40","< 1 year","1","2024 (provisional)","2024",0,47714,Unreliable
,"Oklahoma","40","< 1 year","1","2025 (provisional and partial)","2025",0,47714,Unreliable
,"Oklahoma","40","1-4 years","1-4","2018","2018",0,210076,Unreliable
,"Oklahoma","40","1-4 years","1-4","2019","2019",0,207091,Unreliable
,"Oklahoma","40","1-4 years","1-4","2020","2020",0,204841,Unreliable
,"Oklahoma","40","1-4 years","1-4","2021","2021",0,199673,Unreliable
,"Oklahoma","40","1-4 years","1-4","2022","2022",0,195878,Unreliable
,"Oklahoma","40","1-4 years","1-4","2023","2023",0,196563,Unreliable
,"Oklahoma","40","1-4 years","1-4","2024 (provisional)","2024",0,196563,Unreliable
,"Oklahoma","40","1-4 years","1-4","2025 (provisional and partial)","2025",0,196563,Unreliable
,"Oklahoma","40","5-14 years","5-14","2018","2018",Suppressed,537907,Suppressed
,"Oklahoma","40","5-14 years","5-14","2019","2019",0,538048,Unreliable
,"Oklahoma","40","5-14 years","5-14","2020","2020",0,540058,Unreliable
,"Oklahoma","40","5-14 years","5-14","2021","2021",0,549742,Unreliable
,"Oklahoma","40","5-14 years","5-14","2022","2022",0,542233,Unreliable
,"Oklahoma","40","5-14 years","5-14","2023","2023",0,548221,Unreliable
,"Oklahoma","40","5-14 years","5-14","2024 (provisional)","2024",0,548221,Unreliable
,"Oklahoma","40","5-14 years","5-14","2025 (provisional and partial)","2025",0,548221,Unreliable
,"Oklahoma","40","15-24 years","15-24","2018","2018",0,537830,Unreliable
,"Oklahoma","40","15-24 years","15-24","2019","2019",0,539562,Unreliable
,"Oklahoma","40","15-24 years","15-24","2020","2020",Suppressed,541920,Suppressed
,"Oklahoma","40","15-24 years","15-24","2021","2021",Suppressed,549090,Suppressed
,"Oklahoma","40","15-24 years","15-24","2022","2022",Suppressed,573842,Suppressed
,"Oklahoma","40","15-24 years","15-24","2023","2023",Suppressed,571866,Suppressed
,"Oklahoma","40","15-24 years","15-24","2024 (provisional)","2024",Suppressed,571866,Suppressed
,"Oklahoma","40","15-24 years","15-24","2025 (provisional and partial)","2025",0,571866,Unreliable
,"Oklahoma","40","25-34 years","25-34","2018","2018",Suppressed,543218,Suppressed
,"Oklahoma","40","25-34 years","25-34","2019","2019",Suppressed,543593,Suppressed
,"Oklahoma","40","25-34 years","25-34","2020","2020",Suppressed,545036,Suppressed
,"Oklahoma","40","25-34 years","25-34","2021","2021",Suppressed,536930,Suppressed
,"Oklahoma","40","25-34 years","25-34","2022","2022",Suppressed,541538,Suppressed
,"Oklahoma","40","25-34 years","25-34","2023","2023",Suppressed,547084,Suppressed
,"Oklahoma","40","25-34 years","25-34","2024 (provisional)","2024",Suppressed,547084,Suppressed
,"Oklahoma","40","25-34 years","25-34","2025 (provisional and partial)","2025",Suppressed,547084,Suppressed
,"Oklahoma","40","35-44 years","35-44","2018","2018",18,490388,Unreliable
,"Oklahoma","40","35-44 years","35-44","2019","2019",31,497873,6.226
,"Oklahoma","40","35-44 years","35-44","2020","2020",25,505948,4.941
,"Oklahoma","40","35-44 years","35-44","2021","2021",19,518854,Unreliable
,"Oklahoma","40","35-44 years","35-44","2022","2022",22,524996,4.191
,"Oklahoma","40","35-44 years","35-44","2023","2023",23,535572,4.294
,"Oklahoma","40","35-44 years","35-44","2024 (provisional)","2024",37,535572,6.909
,"Oklahoma","40","35-44 years","35-44","2025 (provisional and partial)","2025",16,535572,Unreliable
,"Oklahoma","40","45-54 years","45-54","2018","2018",70,460310,15.207
,"Oklahoma","40","45-54 years","45-54","2019","2019",66,453536,14.552
,"Oklahoma","40","45-54 years","45-54","2020","2020",74,451176,16.402
,"Oklahoma","40","45-54 years","45-54","2021","2021",70,454731,15.394
,"Oklahoma","40","45-54 years","45-54","2022","2022",77,457226,16.841
,"Oklahoma","40","45-54 years","45-54","2023","2023",86,463111,18.570
,"Oklahoma","40","45-54 years","45-54","2024 (provisional)","2024",81,463111,17.490
,"Oklahoma","40","45-54 years","45-54","2025 (provisional and partial)","2025",43,463111,9.285
,"Oklahoma","40","55-64 years","55-64","2018","2018",139,493444,28.169
,"Oklahoma","40","55-64 years","55-64","2019","2019",137,493694,27.750
,"Oklahoma","40","55-64 years","55-64","2020","2020",184,489970,37.553
,"Oklahoma","40","55-64 years","55-64","2021","2021",160,486212,32.907
,"Oklahoma","40","55-64 years","55-64","2022","2022",166,475399,34.918
,"Oklahoma","40","55-64 years","55-64","2023","2023",160,470055,34.039
,"Oklahoma","40","55-64 years","55-64","2024 (provisional)","2024",170,470055,36.166
,"Oklahoma","40","55-64 years","55-64","2025 (provisional and partial)","2025",84,470055,17.870
,"Oklahoma","40","65-74 years","65-74","2018","2018",211,358646,58.832
,"Oklahoma","40","65-74 years","65-74","2019","2019",188,368050,51.080
,"Oklahoma","40","65-74 years","65-74","2020","2020",209,380547,54.921
,"Oklahoma","40","65-74 years","65-74","2021","2021",218,388432,56.123
,"Oklahoma","40","65-74 years","65-74","2022","2022",208,388508,53.538
,"Oklahoma","40","65-74 years","65-74","2023","2023",211,397839,53.037
,"Oklahoma","40","65-74 years","65-74","2024 (provisional)","2024",219,397839,55.047
,"Oklahoma","40","65-74 years","65-74","2025 (provisional and partial)","2025",135,397839,33.933
,"Oklahoma","40","75-84 years","75-84","2018","2018",179,187711,95.359
,"Oklahoma","40","75-84 years","75-84","2019","2019",173,192919,89.675
,"Oklahoma","40","75-84 years","75-84","2020","2020",187,197625,94.624
,"Oklahoma","40","75-84 years","75-84","2021","2021",195,189996,102.634
,"Oklahoma","40","75-84 years","75-84","2022","2022",177,202038,87.607
,"Oklahoma","40","75-84 years","75-84","2023","2023",197,208447,94.508
,"Oklahoma","40","75-84 years","75-84","2024 (provisional)","2024",195,208447,93.549
,"Oklahoma","40","75-84 years","75-84","2025 (provisional and partial)","2025",104,208447,49.893
,"Oklahoma","40","85+ years","85+","2018","2018",110,73196,150.281
,"Oklahoma","40","85+ years","85+","2019","2019",118,74163,159.109
,"Oklahoma","40","85+ years","85+","2020","2020",102,74987,136.024
,"Oklahoma","40","85+ years","85+","2021","2021",99,66283,149.360
,"Oklahoma","40","85+ years","85+","2022","2022",110,70349,156.363
,"Oklahoma","40","85+ years","85+","2023","2023",103,67352,152.928
,"Oklahoma","40","85+ years","85+","2024 (provisional)","2024",129,67352,191.531
,"Oklahoma","40","85+ years","85+","2025 (provisional and partial)","2025",77,67352,114.325
,"Oklahoma","40","Not Stated","NS","2018","2018",0,Not Applicable,Not Applicable
,"Oklahoma","40","Not Stated","NS","2019","2019",0,Not Applicable,Not Applicable
,"Oklahoma","40","Not Stated","NS","2020","2020",0,Not Applicable,Not Applicable
,"Oklahoma","40","Not Stated","NS","2021","2021",0,Not Applicable,Not Applicable
,"Oklahoma","40","Not Stated","NS","2022","2022",0,Not Applicable,Not Applicable
,"Oklahoma","40","Not Stated","NS","2023","2023",0,Not Applicable,Not Applicable
,"Oklahoma","40","Not Stated","NS","2024 (provisional)","2024",0,Not Applicable,Not Applicable
,"Oklahoma","40","Not Stated","NS","2025 (provisional and partial)","2025",0,Not Applicable,Not Applicable
,"South Dakota","46","< 1 year","1","2018","2018",0,12109,Unreliable
,"South Dakota","46","< 1 year","1","2019","2019",0,11985,Unreliable
,"South Dakota","46","< 1 year","1","2020","2020",0,11810,Unreliable
,"South Dakota","46","< 1 year","1","2021","2021",0,10917,Unreliable
,"South Dakota","46","< 1 year","1","2022","2022",0,11445,Unreliable
,"South Dakota","46","< 1 year","1","2023","2023",0,11434,Unreliable
,"South Dakota","46","< 1 year","1","2024 (provisional)","2024",0,11434,Unreliable
,"South Dakota","46","< 1 year","1","2025 (provisional and partial)","2025",0,11434,Unreliable
,"South Dakota","46","1-4 years","1-4","2018","2018",0,50023,Unreliable
,"South Dakota","46","1-4 years","1-4","2019","2019",0,49182,Unreliable
,"South Dakota","46","1-4 years","1-4","2020","2020",0,48654,Unreliable
,"South Dakota","46","1-4 years","1-4","2021","2021",0,47751,Unreliable
,"South Dakota","46","1-4 years","1-4","2022","2022",0,46648,Unreliable
,"South Dakota","46","1-4 years","1-4","2023","2023",0,46501,Unreliable
,"South Dakota","46","1-4 years","1-4","2024 (provisional)","2024",0,46501,Unreliable
,"South Dakota","46","1-4 years","1-4","2025 (provisional and partial)","2025",0,46501,Unreliable
,"South Dakota","46","5-14 years","5-14","2018","2018",0,121644,Unreliable
,"South Dakota","46","5-14 years","5-14","2019","2019",0,121666,Unreliable
,"South Dakota","46","5-14 years","5-14","2020","2020",0,122672,Unreliable
,"South Dakota","46","5-14 years","5-14","2021","2021",0,124747,Unreliable
,"South Dakota","46","5-14 years","5-14","2022","2022",0,123688,Unreliable
,"South Dakota","46","5-14 years","5-14","2023","2023",0,125046,Unreliable
,"South Dakota","46","5-14 years","5-14","2024 (provisional)","2024",0,125046,Unreliable
,"South Dakota","46","5-14 years","5-14","2025 (provisional and partial)","2025",0,125046,Unreliable
,"South Dakota","46","15-24 years","15-24","2018","2018",0,117259,Unreliable
,"South Dakota","46","15-24 years","15-24","2019","2019",0,116664,Unreliable
,"South Dakota","46","15-24 years","15-24","2020","2020",Suppressed,118386,Suppressed
,"South Dakota","46","15-24 years","15-24","2021","2021",0,120236,Unreliable
,"South Dakota","46","15-24 years","15-24","2022","2022",0,124413,Unreliable
,"South Dakota","46","15-24 years","15-24","2023","2023",0,124344,Unreliable
,"South Dakota","46","15-24 years","15-24","2024 (provisional)","2024",0,124344,Unreliable
,"South Dakota","46","15-24 years","15-24","2025 (provisional and partial)","2025",0,124344,Unreliable
