"Notes","Residence State","Residence State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Year","Year Code",Deaths,Population,Crude Rate
,"South Dakota","46","< 1 year","1","2021","2021",0,10917,Unreliable
,"South Dakota","46","< 1 year","1","2022","2022",0,11445,Unreliable
,"South Dakota","46","< 1 year","1","2023","2023",0,11434,Unreliable
,"South Dakota","46","< 1 year","1","2024 (provisional)","2024",0,11434,Unreliable
,"South Dakota","46","< 1 year","1","2025 (provisional and partial)","2025",0,11434,Unreliable
,"South Dakota","46","1-4 years","1-4","2018","2018",0,50023,Unreliable
,"South Dakota","46","1-4 years","1-4","2019","2019",0,49182,Unreliable
,"South Dakota","46","1-4 years","1-4","2020","2020",0,48654,Unreliable
,"South Dakota","46","1-4 years","1-4","2021","2021",0,47751,Unreliable
,"South Dakota","46","1-4 years","1-4","2022","2022",0,46648,Unreliable
,"South Dakota","46","1-4 years","1-4","2023","2023",0,46501,Unreliable
,"South Dakota","46","1-4 years","1-4","2024 (provisional)","2024",0,46501,Unreliable
,"South Dakota","46","1-4 years","1-4","2025 (provisional and partial)","2025",0,46501,Unreliable
,"South Dakota","46","5-14 years","5-14","2018","2018",0,121644,Unreliable
,"South Dakota","46","5-14 years","5-14","2019","2019",0,121666,Unreliable
,"South Dakota","46","5-14 years","5-14","2020","2020",0,122672,Unreliable
,"South Dakota","46","5-14 years","5-14","2021","2021",0,124747,Unreliable
,"South Dakota","46","5-14 years","5-14","2022","2022",0,123688,Unreliable
,"South Dakota","46","5-14 years","5-14","2023","2023",0,125046,Unreliable
,"South Dakota","46","5-14 years","5-14","2024 (provisional)","2024",0,125046,Unreliable
,"South Dakota","46","5-14 years","5-14","2025 (provisional and partial)","2025",0,125046,Unreliable
,"South Dakota","46","15-24 years","15-24","2018","2018",0,117259,Unreliable
,"South Dakota","46","15-24 years","15-24","2019","2019",0,116664,Unreliable
,"South Dakota","46","15-24 years","15-24","2020","2020",0,118386,Unreliable
,"South Dakota","46","15-24 years","15-24","2021","2021",0,120236,Unreliable
,"South Dakota","46","15-24 years","15-24","2022","2022",0,124413,Unreliable
,"South Dakota","46","15-24 years","15-24","2023","2023",0,124344,Unreliable
,"South Dakota","46","15-24 years","15-24","2024 (provisional)","2024",0,124344,Unreliable
,"South Dakota","46","15-24 years","15-24","2025 (provisional and partial)","2025",0,124344,Unreliable
,"South Dakota","46","25-34 years","25-34","2018","2018",0,116095,Unreliable
,"South Dakota","46","25-34 years","25-34","2019","2019",0,115064,Unreliable
,"South Dakota","46","25-34 years","25-34","2020","2020",0,115109,Unreliable
,"South Dakota","46","25-34 years","25-34","2021","2021",0,113171,Unreliable
,"South Dakota","46","25-34 years","25-34","2022","2022",0,114295,Unreliable
,"South Dakota","46","25-34 years","25-34","2023","2023",0,115187,Unreliable
,"South Dakota","46","25-34 years","25-34","2024 (provisional)","2024",0,115187,Unreliable
,"South Dakota","46","25-34 years","25-34","2025 (provisional and partial)","2025",0,115187,Unreliable
,"South Dakota","46","35-44 years","35-44","2018","2018",0,103909,Unreliable
,"South Dakota","46","35-44 years","35-44","2019","2019",Suppressed,105864,Suppressed
,"South Dakota","46","35-44 years","35-44","2020","2020",0,108308,Unreliable
,"South Dakota","46","35-44 years","35-44","2021","2021",0,111647,Unreliable
,"South Dakota","46","35-44 years","35-44","2022","2022",0,114374,Unreliable
,"South Dakota","46","35-44 years","35-44","2023","2023",Suppressed,116885,Suppressed
,"South Dakota","46","35-44 years","35-44","2024 (provisional)","2024",0,116885,Unreliable
,"South Dakota","46","35-44 years","35-44","2025 (provisional and partial)","2025",0,116885,Unreliable
,"South Dakota","46","45-54 years","45-54","2018","2018",Suppressed,97081,Suppressed
,"South Dakota","46","45-54 years","45-54","2019","2019",Suppressed,94865,Suppressed
,"South Dakota","46","45-54 years","45-54","2020","2020",0,93700,Unreliable
,"South Dakota","46","45-54 years","45-54","2021","2021",Suppressed,94492,Suppressed
,"South Dakota","46","45-54 years","45-54","2022","2022",Suppressed,96313,Suppressed
,"South Dakota","46","45-54 years","45-54","2023","2023",Suppressed,97675,Suppressed
,"South Dakota","46","45-54 years","45-54","2024 (provisional)","2024",Suppressed,97675,Suppressed
,"South Dakota","46","45-54 years","45-54","2025 (provisional and partial)","2025",Suppressed,97675,Suppressed
,"South Dakota","46","55-64 years","55-64","2018","2018",Suppressed,117261,Suppressed
,"South Dakota","46","55-64 years","55-64","2019","2019",Suppressed,117498,Suppressed
,"South Dakota","46","55-64 years","55-64","2020","2020",Suppressed,116901,Suppressed
,"South Dakota","46","55-64 years","55-64","2021","2021",Suppressed,115997,Suppressed
,"South Dakota","46","55-64 years","55-64","2022","2022",Suppressed,114831,Suppressed
,"South Dakota","46","55-64 years","55-64","2023","2023",Suppressed,113409,Suppressed
,"South Dakota","46","55-64 years","55-64","2024 (provisional)","2024",Suppressed,113409,Suppressed
,"South Dakota","46","55-64 years","55-64","2025 (provisional and partial)","2025",Suppressed,113409,Suppressed
,"South Dakota","46","65-74 years","65-74","2018","2018",Suppressed,85050,Suppressed
,"South Dakota","46","65-74 years","65-74","2019","2019",Suppressed,89216,Suppressed
,"South Dakota","46","65-74 years","65-74","2020","2020",Suppressed,94041,Suppressed
,"South Dakota","46","65-74 years","65-74","2021","2021",Suppressed,97689,Suppressed
,"South Dakota","46","65-74 years","65-74","2022","2022",Suppressed,99880,Suppressed
,"South Dakota","46","65-74 years","65-74","2023","2023",Suppressed,103464,Suppressed
,"South Dakota","46","65-74 years","65-74","2024 (provisional)","2024",Suppressed,103464,Suppressed
,"South Dakota","46","65-74 years","65-74","2025 (provisional and partial)","2025",Suppressed,103464,Suppressed
,"South Dakota","46","75-84 years","75-84","2018","2018",Suppressed,40813,Suppressed
,"South Dakota","46","75-84 years","75-84","2019","2019",Suppressed,41670,Suppressed
,"South Dakota","46","75-84 years","75-84","2020","2020",Suppressed,42280,Suppressed
,"South Dakota","46","75-84 years","75-84","2021","2021",Suppressed,40563,Suppressed
,"South Dakota","46","75-84 years","75-84","2022","2022",Suppressed,44134,Suppressed
,"South Dakota","46","75-84 years","75-84","2023","2023",Suppressed,46632,Suppressed
,"South Dakota","46","75-84 years","75-84","2024 (provisional)","2024",11,46632,Unreliable
,"South Dakota","46","75-84 years","75-84","2025 (provisional and partial)","2025",Suppressed,46632,Suppressed
,"South Dakota","46","85+ years","85+","2018","2018",Suppressed,20991,Suppressed
,"South Dakota","46","85+ years","85+","2019","2019",Suppressed,20985,Suppressed
,"South Dakota","46","85+ years","85+","2020","2020",Suppressed,20856,Suppressed
,"South Dakota","46","85+ years","85+","2021","2021",Suppressed,18166,Suppressed
,"South Dakota","46","85+ years","85+","2022","2022",Suppressed,19803,Suppressed
,"South Dakota","46","85+ years","85+","2023","2023",Suppressed,18741,Suppressed
,"South Dakota","46","85+ years","85+","2024 (provisional)","2024",Suppressed,18741,Suppressed
,"South Dakota","46","85+ years","85+","2025 (provisional and partial)","2025",Suppressed,18741,Suppressed
,"South Dakota","46","Not Stated","NS","2018","2018",0,Not Applicable,Not Applicable
,"South Dakota","46","Not Stated","NS","2019","2019",0,Not Applicable,Not Applicable
,"South Dakota","46","Not Stated","NS","2020","2020",0,Not Applicable,Not Applicable
,"South Dakota","46","Not Stated","NS","2021","2021",0,Not Applicable,Not Applicable
,"South Dakota","46","Not Stated","NS","2022","2022",0,Not Applicable,Not Applicable
,"South Dakota","46","Not Stated","NS","2023","2023",0,Not Applicable,Not Applicable
,"South Dakota","46","Not Stated","NS","2024 (provisional)","2024",0,Not Applicable,Not Applicable
,"South Dakota","46","Not Stated","NS","2025 (provisional and partial)","2025",0,Not Applicable,Not Applicable
,"Utah","49","< 1 year","1","2018","2018",0,50160,Unreliable
,"Utah","49","< 1 year","1","2019","2019",0,48566,Unreliable
,"Utah","49","< 1 year","1","2020","2020",0,47431,Unreliable
,"Utah","49","< 1 year","1","2021","2021",0,44946,Unreliable
,"Utah","49","< 1 year","1","2022","2022",0,46679,Unreliable
,"Utah","49","< 1 year","1","2023","2023",0,45759,Unreliable
,"Utah","49","< 1 year","1","2024 (provisional)","2024",0,45759,Unreliable
,"Utah","49","< 1 year","1","2025 (provisional and partial)","2025",0,45759,Unreliable
,"Utah","49","1-4 years","1-4","2018","2018",0,202844,Unreliable
,"Utah","49","1-4 years","1-4","2019","2019",0,199237,Unreliable
,"Utah","49","1-4 years","1-4","2020","2020",0,194302,Unreliable
,"Utah","49","1-4 years","1-4","2021","2021",0,192288,Unreliable
,"Utah","49","1-4 years","1-4","2022","2022",0,186395,Unreliable
,"Utah","49","1-4 years","1-4","2023","2023",0,185536,Unreliable
,"Utah","49","1-4 years","1-4","2024 (provisional)","2024",0,185536,Unreliable
,"Utah","49","1-4 years","1-4","2025 (provisional and partial)","2025",0,185536,Unreliable
,"Utah","49","5-14 years","5-14","2018","2018",0,525877,Unreliable
,"Utah","49","5-14 years","5-14","2019","2019",0,526961,Unreliable
,"Utah","49","5-14 years","5-14","2020","2020",0,527872,Unreliable
,"Utah","49","5-14 years","5-14","2021","2021",0,541749,Unreliable
,"Utah","49","5-14 years","5-14","2022","2022",0,529128,Unreliable
,"Utah","49","5-14 years","5-14","2023","2023",0,526841,Unreliable
,"Utah","49","5-14 years","5-14","2024 (provisional)","2024",0,526841,Unreliable
,"Utah","49","5-14 years","5-14","2025 (provisional and partial)","2025",0,526841,Unreliable
,"Utah","49","15-24 years","15-24","2018","2018",0,509891,Unreliable
,"Utah","49","15-24 years","15-24","2019","2019",0,518499,Unreliable
,"Utah","49","15-24 years","15-24","2020","2020",0,527019,Unreliable
,"Utah","49","15-24 years","15-24","2021","2021",0,547422,Unreliable
,"Utah","49","15-24 years","15-24","2022","2022",0,573297,Unreliable
,"Utah","49","15-24 years","15-24","2023","2023",Suppressed,574850,Suppressed
,"Utah","49","15-24 years","15-24","2024 (provisional)","2024",0,574850,Unreliable
,"Utah","49","15-24 years","15-24","2025 (provisional and partial)","2025",0,574850,Unreliable
,"Utah","49","25-34 years","25-34","2018","2018",Suppressed,464908,Suppressed
,"Utah","49","25-34 years","25-34","2019","2019",Suppressed,471806,Suppressed
,"Utah","49","25-34 years","25-34","2020","2020",Suppressed,479576,Suppressed
,"Utah","49","25-34 years","25-34","2021","2021",Suppressed,488688,Suppressed
,"Utah","49","25-34 years","25-34","2022","2022",Suppressed,498913,Suppressed
,"Utah","49","25-34 years","25-34","2023","2023",Suppressed,508841,Suppressed
,"Utah","49","25-34 years","25-34","2024 (provisional)","2024",Suppressed,508841,Suppressed
,"Utah","49","25-34 years","25-34","2025 (provisional and partial)","2025",Suppressed,508841,Suppressed
,"Utah","49","35-44 years","35-44","2018","2018",Suppressed,434614,Suppressed
,"Utah","49","35-44 years","35-44","2019","2019",Suppressed,443453,Suppressed
,"Utah","49","35-44 years","35-44","2020","2020",Suppressed,450609,Suppressed
,"Utah","49","35-44 years","35-44","2021","2021",Suppressed,465708,Suppressed
,"Utah","49","35-44 years","35-44","2022","2022",Suppressed,463662,Suppressed
,"Utah","49","35-44 years","35-44","2023","2023",Suppressed,464839,Suppressed
,"Utah","49","35-44 years","35-44","2024 (provisional)","2024",Suppressed,464839,Suppressed
,"Utah","49","35-44 years","35-44","2025 (provisional and partial)","2025",Suppressed,464839,Suppressed
,"Utah","49","45-54 years","45-54","2018","2018",Suppressed,322173,Suppressed
,"Utah","49","45-54 years","45-54","2019","2019",Suppressed,328430,Suppressed
,"Utah","49","45-54 years","45-54","2020","2020",Suppressed,337383,Suppressed
,"Utah","49","45-54 years","45-54","2021","2021",Suppressed,357038,Suppressed
,"Utah","49","45-54 years","45-54","2022","2022",Suppressed,369405,Suppressed
,"Utah","49","45-54 years","45-54","2023","2023",Suppressed,384920,Suppressed
,"Utah","49","45-54 years","45-54","2024 (provisional)","2024",Suppressed,384920,Suppressed
,"Utah","49","45-54 years","45-54","2025 (provisional and partial)","2025",Suppressed,384920,Suppressed
,"Utah","49","55-64 years","55-64","2018","2018",13,300160,Unreliable
,"Utah","49","55-64 years","55-64","2019","2019",Suppressed,303134,Suppressed
,"Utah","49","55-64 years","55-64","2020","2020",Suppressed,304094,Suppressed
,"Utah","49","55-64 years","55-64","2021","2021",Suppressed,310988,Suppressed
,"Utah","49","55-64 years","55-64","2022","2022",Suppressed,308121,Suppressed
,"Utah","49","55-64 years","55-64","2023","2023",Suppressed,309012,Suppressed
,"Utah","49","55-64 years","55-64","2024 (provisional)","2024",11,309012,Unreliable
,"Utah","49","55-64 years","55-64","2025 (provisional and partial)","2025",Suppressed,309012,Suppressed
,"Utah","49","65-74 years","65-74","2018","2018",14,209871,Unreliable
,"Utah","49","65-74 years","65-74","2019","2019",18,219466,Unreliable
,"Utah","49","65-74 years","65-74","2020","2020",Suppressed,230052,Suppressed
,"Utah","49","65-74 years","65-74","2021","2021",16,242367,Unreliable
,"Utah","49","65-74 years","65-74","2022","2022",15,245876,Unreliable
,"Utah","49","65-74 years","65-74","2023","2023",14,253707,Unreliable
,"Utah","49","65-74 years","65-74","2024 (provisional)","2024",18,253707,Unreliable
,"Utah","49","65-74 years","65-74","2025 (provisional and partial)","2025",10,253707,Unreliable
,"Utah","49","75-84 years","75-84","2018","2018",13,102831,Unreliable
,"Utah","49","75-84 years","75-84","2019","2019",19,107832,Unreliable
,"Utah","49","75-84 years","75-84","2020","2020",19,112018,Unreliable
,"Utah","49","75-84 years","75-84","2021","2021",16,111129,Unreliable
,"Utah","49","75-84 years","75-84","2022","2022",13,120492,Unreliable
,"Utah","49","75-84 years","75-84","2023","2023",13,126794,Unreliable
,"Utah","49","75-84 years","75-84","2024 (provisional)","2024",12,126794,Unreliable
,"Utah","49","75-84 years","75-84","2025 (provisional and partial)","2025",Suppressed,126794,Suppressed
,"Utah","49","85+ years","85+","2018","2018",Suppressed,37776,Suppressed
,"Utah","49","85+ years","85+","2019","2019",Suppressed,38574,Suppressed
,"Utah","49","85+ years","85+","2020","2020",Suppressed,39523,Suppressed
,"Utah","49","85+ years","85+","2021","2021",Suppressed,35652,Suppressed
,"Utah","49","85+ years","85+","2022","2022",Suppressed,38832,Suppressed
,"Utah","49","85+ years","85+","2023","2023",Suppressed,36635,Suppressed
,"Utah","49","85+ years","85+","2024 (provisional)","2024",11,36635,Unreliable
,"Utah","49","85+ years","85+","2025 (provisional and partial)","2025",Suppressed,36635,Suppressed
,"Utah","49","Not Stated","NS","2018","2018",0,Not Applicable,Not Applicable
,"Utah","49","Not Stated","NS","2019","2019",0,Not Applicable,Not Applicable
,"Utah","49","Not Stated","NS","2020","2020",0,Not Applicable,Not Applicable
,"Utah","49","Not Stated","NS","2021","2021",0,Not Applicable,Not Applicable
,"Utah","49","Not Stated","NS","2022","2022",0,Not Applicable,Not Applicable
,"Utah","49","Not Stated","NS","2023","2023",0,Not Applicable,Not Applicable
,"Utah","49","Not Stated","NS","2024 (provisional)","2024",0,Not Applicable,Not Applicable
,"Utah","49","Not Stated","NS","2025 (provisional and partial)","2025",0,Not Applicable,Not Applicable
,"Vermont","50","< 1 year","1","2018","2018",0,5632,Unreliable
,"Vermont","50","< 1 year","1","2019","2019",0,5579,Unreliable
,"Vermont","50","< 1 year","1","2020","2020",0,5330,Unreliable
,"Vermont","50","< 1 year","1","2021","2021",0,5073,Unreliable
,"Vermont","50","< 1 year","1","2022","2022",0,5364,Unreliable
,"Vermont","50","< 1 year","1","2023","2023",0,5112,Unreliable
,"Vermont","50","< 1 year","1","2024 (provisional)","2024",0,5112,Unreliable
,"Vermont","50","< 1 year","1","2025 (provisional and partial)","2025",0,5112,Unreliable
,"Vermont","50","1-4 years","1-4","2018","2018",0,24049,Unreliable
,"Vermont","50","1-4 years","1-4","2019","2019",0,23464,Unreliable
,"Vermont","50","1-4 years","1-4","2020","2020",0,22928,Unreliable
,"Vermont","50","1-4 years","1-4","2021","2021",0,23176,Unreliable
,"Vermont","50","1-4 years","1-4","2022","2022",0,22230,Unreliable
,"Vermont","50","1-4 years","1-4","2023","2023",0,22236,Unreliable
,"Vermont","50","1-4 years","1-4","2024 (provisional)","2024",0,22236,Unreliable
,"Vermont","50","1-4 years","1-4","2025 (provisional and partial)","2025",0,22236,Unreliable
,"Vermont","50","5-14 years","5-14","2018","2018",0,65033,Unreliable
,"Vermont","50","5-14 years","5-14","2019","2019",0,64156,Unreliable
,"Vermont","50","5-14 years","5-14","2020","2020",0,64065,Unreliable
,"Vermont","50","5-14 years","5-14","2021","2021",0,66803,Unreliable
,"Vermont","50","5-14 years","5-14","2022","2022",0,65381,Unreliable
,"Vermont","50","5-14 years","5-14","2023","2023",0,65200,Unreliable
,"Vermont","50","5-14 years","5-14","2024 (provisional)","2024",0,65200,Unreliable
,"Vermont","50","5-14 years","5-14","2025 (provisional and partial)","2025",0,65200,Unreliable
,"Vermont","50","15-24 years","15-24","2018","2018",0,88478,Unreliable
,"Vermont","50","15-24 years","15-24","2019","2019",0,86646,Unreliable
,"Vermont","50","15-24 years","15-24","2020","2020",0,85387,Unreliable
,"Vermont","50","15-24 years","15-24","2021","2021",0,88118,Unreliable
,"Vermont","50","15-24 years","15-24","2022","2022",0,87463,Unreliable
,"Vermont","50","15-24 years","15-24","2023","2023",0,85603,Unreliable
,"Vermont","50","15-24 years","15-24","2024 (provisional)","2024",Suppressed,85603,Suppressed
,"Vermont","50","15-24 years","15-24","2025 (provisional and partial)","2025",0,85603,Unreliable
,"Vermont","50","25-34 years","25-34","2018","2018",0,74091,Unreliable
,"Vermont","50","25-34 years","25-34","2019","2019",0,74408,Unreliable
,"Vermont","50","25-34 years","25-34","2020","2020",Suppressed,75290,Suppressed
,"Vermont","50","25-34 years","25-34","2021","2021",0,77659,Unreliable
,"Vermont","50","25-34 years","25-34","2022","2022",0,77521,Unreliable
,"Vermont","50","25-34 years","25-34","2023","2023",0,77192,Unreliable
,"Vermont","50","25-34 years","25-34","2024 (provisional)","2024",0,77192,Unreliable
,"Vermont","50","25-34 years","25-34","2025 (provisional and partial)","2025",0,77192,Unreliable
,"Vermont","50","35-44 years","35-44","2018","2018",Suppressed,70601,Suppressed
,"Vermont","50","35-44 years","35-44","2019","2019",Suppressed,71267,Suppressed
,"Vermont","50","35-44 years","35-44","2020","2020",Suppressed,72258,Suppressed
,"Vermont","50","35-44 years","35-44","2021","2021",Suppressed,77582,Suppressed
,"Vermont","50","35-44 years","35-44","2022","2022",Suppressed,79179,Suppressed
,"Vermont","50","35-44 years","35-44","2023","2023",0,80817,Unreliable
,"Vermont","50","35-44 years","35-44","2024 (provisional)","2024",Suppressed,80817,Suppressed
,"Vermont","50","35-44 years","35-44","2025 (provisional and partial)","2025",Suppressed,80817,Suppressed
,"Vermont","50","45-54 years","45-54","2018","2018",Suppressed,80719,Suppressed
,"Vermont","50","45-54 years","45-54","2019","2019",Suppressed,78051,Suppressed
,"Vermont","50","45-54 years","45-54","2020","2020",Suppressed,75804,Suppressed
,"Vermont","50","45-54 years","45-54","2021","2021",Suppressed,77722,Suppressed
,"Vermont","50","45-54 years","45-54","2022","2022",Suppressed,76758,Suppressed
,"Vermont","50","45-54 years","45-54","2023","2023",Suppressed,76367,Suppressed
,"Vermont","50","45-54 years","45-54","2024 (provisional)","2024",Suppressed,76367,Suppressed
,"Vermont","50","45-54 years","45-54","2025 (provisional and partial)","2025",Suppressed,76367,Suppressed
,"Vermont","50","55-64 years","55-64","2018","2018",Suppressed,96489,Suppressed
,"Vermont","50","55-64 years","55-64","2019","2019",Suppressed,95379,Suppressed
,"Vermont","50","55-64 years","55-64","2020","2020",Suppressed,93691,Suppressed
,"Vermont","50","55-64 years","55-64","2021","2021",Suppressed,96179,Suppressed
,"Vermont","50","55-64 years","55-64","2022","2022",Suppressed,93717,Suppressed
,"Vermont","50","55-64 years","55-64","2023","2023",Suppressed,91814,Suppressed
,"Vermont","50","55-64 years","55-64","2024 (provisional)","2024",Suppressed,91814,Suppressed
,"Vermont","50","55-64 years","55-64","2025 (provisional and partial)","2025",Suppressed,91814,Suppressed
,"Vermont","50","65-74 years","65-74","2018","2018",Suppressed,72893,Suppressed
,"Vermont","50","65-74 years","65-74","2019","2019",Suppressed,75206,Suppressed
,"Vermont","50","65-74 years","65-74","2020","2020",Suppressed,77613,Suppressed
,"Vermont","50","65-74 years","65-74","2021","2021",Suppressed,82540,Suppressed
,"Vermont","50","65-74 years","65-74","2022","2022",Suppressed,83482,Suppressed
,"Vermont","50","65-74 years","65-74","2023","2023",11,85541,Unreliable
,"Vermont","50","65-74 years","65-74","2024 (provisional)","2024",11,85541,Unreliable
,"Vermont","50","65-74 years","65-74","2025 (provisional and partial)","2025",Suppressed,85541,Suppressed
,"Vermont","50","75-84 years","75-84","2018","2018",Suppressed,33893,Suppressed
,"Vermont","50","75-84 years","75-84","2019","2019",Suppressed,35396,Suppressed
,"Vermont","50","75-84 years","75-84","2020","2020",Suppressed,36624,Suppressed
,"Vermont","50","75-84 years","75-84","2021","2021",Suppressed,37555,Suppressed
,"Vermont","50","75-84 years","75-84","2022","2022",Suppressed,41532,Suppressed
,"Vermont","50","75-84 years","75-84","2023","2023",Suppressed,44105,Suppressed
,"Vermont","50","75-84 years","75-84","2024 (provisional)","2024",Suppressed,44105,Suppressed
,"Vermont","50","75-84 years","75-84","2025 (provisional and partial)","2025",Suppressed,44105,Suppressed
,"Vermont","50","85+ years","85+","2018","2018",Suppressed,14421,Suppressed
,"Vermont","50","85+ years","85+","2019","2019",Suppressed,14437,Suppressed
,"Vermont","50","85+ years","85+","2020","2020",0,14357,Unreliable
,"Vermont","50","85+ years","85+","2021","2021",Suppressed,13163,Suppressed
,"Vermont","50","85+ years","85+","2022","2022",Suppressed,14437,Suppressed
,"Vermont","50","85+ years","85+","2023","2023",Suppressed,13477,Suppressed
,"Vermont","50","85+ years","85+","2024 (provisional)","2024",Suppressed,13477,Suppressed
,"Vermont","50","85+ years","85+","2025 (provisional and partial)","2025",Suppressed,13477,Suppressed
,"Vermont","50","Not Stated","NS","2018","2018",0,Not Applicable,Not Applicable
,"Vermont","50","Not Stated","NS","2019","2019",0,Not Applicable,Not Applicable
,"Vermont","50","Not Stated","NS","2020","2020",0,Not Applicable,Not Applicable
,"Vermont","50","Not Stated","NS","2021","2021",0,Not Applicable,Not Applicable
,"Vermont","50","Not Stated","NS","2022","2022",0,Not Applicable,Not Applicable
,"Vermont","50","Not Stated","NS","2023","2023",0,Not Applicable,Not Applicable
,"Vermont","50","Not Stated","NS","2024 (provisional)","2024",0,Not Applicable,Not Applicable
,"Vermont","50","Not Stated","NS","2025 (provisional and partial)","2025",0,Not Applicable,Not Applicable
,"Wisconsin","55","< 1 year","1","2018","2018",0,64588,Unreliable
,"Wisconsin","55","< 1 year","1","2019","2019",0,63366,Unreliable
,"Wisconsin","55","< 1 year","1","2020","2020",0,62759,Unreliable
,"Wisconsin","55","< 1 year","1","2021","2021",0,59985,Unreliable
,"Wisconsin","55","< 1 year","1","2022","2022",0,61278,Unreliable
,"Wisconsin","55","< 1 year","1","2023","2023",0,59547,Unreliable
,"Wisconsin","55","< 1 year","1","2024 (provisional)","2024",0,59547,Unreliable
,"Wisconsin","55","< 1 year","1","2025 (provisional and partial)","2025",0,59547,Unreliable
,"Wisconsin","55","1-4 years","1-4","2018","2018",0,269794,Unreliable
,"Wisconsin","55","1-4 years","1-4","2019","2019",0,267130,Unreliable
,"Wisconsin","55","1-4 years","1-4","2020","2020",0,263520,Unreliable
,"Wisconsin","55","1-4 years","1-4","2021","2021",0,260260,Unreliable
,"Wisconsin","55","1-4 years","1-4","2022","2022",0,251344,Unreliable
,"Wisconsin","55","1-4 years","1-4","2023","2023",0,250827,Unreliable
,"Wisconsin","55","1-4 years","1-4","2024 (provisional)","2024",0,250827,Unreliable
,"Wisconsin","55","1-4 years","1-4","2025 (provisional and partial)","2025",0,250827,Unreliable
,"Wisconsin","55","5-14 years","5-14","2018","2018",0,719147,Unreliable
,"Wisconsin","55","5-14 years","5-14","2019","2019",0,714031,Unreliable
,"Wisconsin","55","5-14 years","5-14","2020","2020",0,709909,Unreliable
,"Wisconsin","55","5-14 years","5-14","2021","2021",0,723375,Unreliable
,"Wisconsin","55","5-14 years","5-14","2022","2022",0,703205,Unreliable
,"Wisconsin","55","5-14 years","5-14","2023","2023",0,703639,Unreliable
,"Wisconsin","55","5-14 years","5-14","2024 (provisional)","2024",0,703639,Unreliable
,"Wisconsin","55","5-14 years","5-14","2025 (provisional and partial)","2025",0,703639,Unreliable
,"Wisconsin","55","15-24 years","15-24","2018","2018",0,774339,Unreliable
,"Wisconsin","55","15-24 years","15-24","2019","2019",Suppressed,768140,Suppressed
,"Wisconsin","55","15-24 years","15-24","2020","2020",0,766821,Unreliable
,"Wisconsin","55","15-24 years","15-24","2021","2021",0,780873,Unreliable
,"Wisconsin","55","15-24 years","15-24","2022","2022",0,795400,Unreliable
,"Wisconsin","55","15-24 years","15-24","2023","2023",Suppressed,787515,Suppressed
,"Wisconsin","55","15-24 years","15-24","2024 (provisional)","2024",0,787515,Unreliable
,"Wisconsin","55","15-24 years","15-24","2025 (provisional and partial)","2025",0,787515,Unreliable
,"Wisconsin","55","25-34 years","25-34","2018","2018",Suppressed,737377,Suppressed
,"Wisconsin","55","25-34 years","25-34","2019","2019",Suppressed,741222,Suppressed
,"Wisconsin","55","25-34 years","25-34","2020","2020",Suppressed,740977,Suppressed
,"Wisconsin","55","25-34 years","25-34","2021","2021",Suppressed,737557,Suppressed
,"Wisconsin","55","25-34 years","25-34","2022","2022",Suppressed,733535,Suppressed
,"Wisconsin","55","25-34 years","25-34","2023","2023",0,739843,Unreliable
,"Wisconsin","55","25-34 years","25-34","2024 (provisional)","2024",Suppressed,739843,Suppressed
,"Wisconsin","55","25-34 years","25-34","2025 (provisional and partial)","2025",0,739843,Unreliable
,"Wisconsin","55","35-44 years","35-44","2018","2018",Suppressed,704716,Suppressed
,"Wisconsin","55","35-44 years","35-44","2019","2019",Suppressed,713075,Suppressed
,"Wisconsin","55","35-44 years","35-44","2020","2020",Suppressed,722021,Suppressed
,"Wisconsin","55","35-44 years","35-44","2021","2021",Suppressed,745882,Suppressed
,"Wisconsin","55","35-44 years","35-44","2022","2022",Suppressed,743390,Suppressed
,"Wisconsin","55","35-44 years","35-44","2023","2023",Suppressed,749317,Suppressed
,"Wisconsin","55","35-44 years","35-44","2024 (provisional)","2024",10,749317,Unreliable
,"Wisconsin","55","35-44 years","35-44","2025 (provisional and partial)","2025",Suppressed,749317,Suppressed
,"Wisconsin","55","45-54 years","45-54","2018","2018",13,737557,Unreliable
,"Wisconsin","55","45-54 years","45-54","2019","2019",14,715209,Unreliable
,"Wisconsin","55","45-54 years","45-54","2020","2020",19,698860,Unreliable
,"Wisconsin","55","45-54 years","45-54","2021","2021",10,701162,Unreliable
,"Wisconsin","55","45-54 years","45-54","2022","2022",15,689605,Unreliable
,"Wisconsin","55","45-54 years","45-54","2023","2023",16,688762,Unreliable
,"Wisconsin","55","45-54 years","45-54","2024 (provisional)","2024",19,688762,Unreliable
,"Wisconsin","55","45-54 years","45-54","2025 (provisional and partial)","2025",Suppressed,688762,Suppressed
,"Wisconsin","55","55-64 years","55-64","2018","2018",33,820577,4.022
,"Wisconsin","55","55-64 years","55-64","2019","2019",38,823018,4.617
,"Wisconsin","55","55-64 years","55-64","2020","2020",33,819853,4.025
,"Wisconsin","55","55-64 years","55-64","2021","2021",32,829571,3.857
,"Wisconsin","55","55-64 years","55-64","2022","2022",26,812663,3.199
,"Wisconsin","55","55-64 years","55-64","2023","2023",26,801703,3.243
,"Wisconsin","55","55-64 years","55-64","2024 (provisional)","2024",34,801703,4.241
,"Wisconsin","55","55-64 years","55-64","2025 (provisional and partial)","2025",15,801703,Unreliable
,"Wisconsin","55","65-74 years","65-74","2018","2018",43,571623,7.522
